,0
1868,1.25
1870,1.0
1873,1.25
1878,1.5
1879,1.5
1880,1.5
1882,1.5
1884,1.5
1885,1.25
1889,1.0
1890,1.5
1892,1.5
1894,1.0
1895,1.0
1896,0.75
1898,1.5
1899,1.5
1902,1.25
1904,1.5
1905,-205.0
1906,1.5
1907,1.25
1908,1.25
1910,1.25
1912,1.25
1913,1.0
1914,1.25
1916,1.25
1917,1.0
1918,0.75
1922,1.25
1923,1.75
1924,1.25
1925,1.25
1927,1.5
1928,1.25
1930,1.5
1933,1.25
1934,1.25
1935,1.0
1936,1.25
1938,1.5
1939,1.5
1940,1.5
1941,1.5
1942,1.5
1943,1.5
1945,1.25
1946,1.25
1947,1.5
1950,1.25
1953,1.0
1954,1.25
1955,1.25
1956,1.25
1957,1.0
1958,1.25
1959,1.5
1960,1.5
1962,1.5
1966,-211.5
1967,1.25
1969,180.0
1971,1.5
1973,1.25
1974,1.0
1975,1.0
1976,1.0
1978,1.25
1980,1.5
1981,1.5
1982,1.5
1984,1.25
1985,1.25
1986,1.5
1987,1.0
1988,1.25
1992,1.0
1993,1.0
1995,1.5
1997,1.5
1998,1.25
1999,1.25
2000,1.25
2001,1.25
2002,1.0
2003,1.25
2004,1.0
2005,1.0
2007,1.0
2008,1.0
2009,1.0
2010,1.0
2011,1.0
2012,1.5
2015,1.5
2016,1.5
2017,1.5
2018,1.25
2019,1.5
2021,1.25
2023,1.5
2024,153.0
2025,1.25
2026,1.5
2027,1.5
2029,69.25
2032,1.0
2033,1.25
2035,1.25
2036,1.0
2037,1.0
2039,1.0
2040,1.25
2043,1.25
2044,1.25
2045,-256.25
2046,1.5
2047,1.25
2049,1.25
2050,1.0
2051,1.25
2052,1.0
2053,0.75
2054,1.0
2055,0.75
2056,1.0
2057,1.75
2058,1.5
2060,1.5
2061,1.5
2062,1.5
2063,1.5
2066,1.25
2068,1.25
2071,1.25
2072,1.25
2073,1.25
2074,1.25
2075,1.25
2076,1.25
2078,1.25
2079,1.25
2080,1.0
2081,0.75
2082,1.0
2083,1.0
2084,1.25
2085,1.5
2086,1.25
2087,1.25
2088,1.5
2090,1.25
2091,1.5
2092,1.25
2093,1.25
2094,1.25
2095,1.25
2098,1.25
2099,1.0
2102,1.25
2103,1.25
2105,1.25
2106,1.25
2107,1.25
2108,-210.0
2109,-1713.75
2110,1.0
2111,1.25
2112,1.0
2115,0.75
2116,1.0
2117,1.5
2118,1.5
2119,1.5
2120,1.5
2121,1.5
2122,1.25
2123,1.25
2124,1.5
2126,1.25
2129,1.25
2130,1.0
2131,1.0
2132,1.0
2133,1.0
2134,0.75
2135,1.25
2136,1.5
2137,1.5
2138,1.5
2139,1.25
2142,1.25
2143,1.25
2144,1.25
2146,1.25
2147,1.25
2149,1.0
2153,1.25
2156,1.0
2157,1.25
2158,1.0
2161,1.5
2162,1.25
2163,1.25
2164,1.25
2166,1.25
2167,1.25
2171,1.0
2172,1.0
2173,1.0
2174,1.0
2175,1.25
2177,1.5
2179,1.25
2182,1.5
2183,1.25
2185,1.25
2187,1.0
2188,1.25
2189,1.0
2190,1.0
2191,1.25
2192,1.0
2194,1.0
2195,1.5
2197,1.25
2199,1.5
2200,1.5
2201,1.0
2202,1.25
2203,1.25
2205,1.0
2206,1.25
2207,1.0
2209,1.25
2210,1.5
2211,1.5
2213,1.25
2214,1.0
2215,1.5
2216,1.25
2218,1.25
2219,1.25
2221,1.25
2222,1.25
2223,1.0
2224,1.25
2225,1.25
2226,1.0
2227,1.0
2228,1.0
2229,1.25
2230,1.25
2231,1.5
2232,1.5
2233,1.25
2234,1.5
2236,1.5
2238,1.25
2240,1.0
2242,1.0
2243,0.75
2244,1.0
2245,1.0
2247,1.0
2248,1.0
2250,1.0
2251,1.5
2252,-215.25
2254,1.5
2255,1.5
2256,1.5
2257,1.25
2258,1.25
2259,1.5
2261,1.25
2263,1.0
2268,1.5
2269,1.5
2270,1.5
2271,1.5
2273,1.5
2275,1.0
2277,1.0
2278,1.25
2279,1.25
2280,1.0
2281,1.0
2282,1.25
2283,1.25
2285,1.0
2288,1.5
2291,1.5
2292,1.25
2293,1.25
2295,1.25
2300,1.5
2301,1.25
2303,1.25
2305,1.25
2306,1.25
2308,1.0
2309,1.0
2311,1.0
2313,0.75
2314,1.5
2315,1.5
2317,1.75
2318,1.5
2319,1.5
2321,1.5
2323,1.5
2324,1.5
2327,1.25
2328,1.25
2329,1.5
2330,1.25
2331,1.25
2335,1.25
2336,1.25
2337,1.0
2338,1.5
2339,1.5
2340,1.5
2341,1.25
2343,1.5
2345,1.25
2346,1.5
2347,1.25
2348,1.25
2349,1.25
2350,1.25
2351,1.5
2352,1.25
2353,1.25
2355,1.0
2356,1.25
2358,1.0
2360,-802.5
2361,1.5
2362,1.5
2363,1.25
2364,1.5
2365,1.25
2366,1.5
2367,1.5
2368,1.5
2369,1.25
2371,1.5
2372,1.25
2373,1.25
2375,1.25
2376,1.25
2380,1.25
2383,1.5
2384,1.5
2385,1.25
2386,1.25
2387,1.25
2388,122.5
2390,1.5
2391,1.25
2392,1.25
2393,1.5
2394,1.5
2395,1.25
2397,1.25
2398,1.25
2399,1.0
2400,1.0
2401,1.25
2402,1.0
2403,1.0
2404,1.0
2405,1.0
2406,1.0
2407,1.5
2409,1.5
2410,1.5
2411,1.25
2415,1.5
2416,1.25
2417,1.25
2418,1.25
2420,1.25
2423,1.25
2424,1.25
2426,1.5
2427,1.5
2428,1.5
2429,1.5
2430,1.25
2431,1.0
2432,1.25
2433,1.0
2435,1.0
2436,1.0
2437,1.25
2439,1.5
2440,1.5
2441,1.5
2443,1.5
2444,1.5
2445,1.5
2446,1.5
2447,1.25
2448,1.25
2449,1.0
2450,1.25
2451,1.25
2452,1.25
2453,1.25
2454,1.5
2455,1.5
2456,1.5
2458,1.25
2459,1.0
2460,1.0
2461,1.25
2462,1.0
2464,3.75
2467,1.0
2468,1.25
2470,1.0
2473,0.75
2474,1.0
2477,1.25
2479,1.25
2482,1.5
2483,1.5
2485,1.5
2486,1.5
2487,1.25
2490,-212.25
2491,1.25
2492,1.0
2493,1.25
2494,1.25
2495,1.0
2496,1.25
2499,1.5
2500,1.5
2502,1.5
2503,1.25
2504,1.5
2505,1.5
2506,1.25
2509,1.25
2510,1.25
2511,1.25
2512,1.25
2513,1.25
2514,1.25
2515,1.0
2516,1.0
2517,1.0
2518,1.0
2519,1.25
2520,1.5
2523,1.5
2524,1.5
2525,-189.0
2526,1.25
2527,1.25
2532,1.0
2534,1.0
2535,1.0
2537,0.75
2539,1.25
2540,1.0
2544,1.5
2545,1.5
2547,1.25
2548,1.25
2549,1.0
2550,0.75
2551,1.5
2554,1.25
2555,1.5
2556,1.25
2557,1.25
2558,1.25
2559,1.25
2561,1.5
2563,1.25
2564,1.25
2565,1.25
2567,1.0
2569,1.25
2570,1.0
2571,1.0
2572,1.0
2573,0.75
2574,1.0
2575,1.5
2576,1.5
2577,1.5
2578,1.5
2582,1.25
2583,1.25
2584,1.5
2585,1.25
2586,1.25
2587,1.25
2589,1.25
2590,1.0
2593,1.25
2594,0.75
2596,1.5
2597,1.5
2598,1.5
2600,1.5
2601,1.25
2605,1.25
2607,1.25
2609,1.25
2611,1.5
2613,1.25
2616,1.0
2617,1.0
2618,1.5
2620,1.5
2621,1.75
2622,1.25
2623,1.25
2626,1.25
2627,1.25
2629,1.25
2630,1.25
2631,1.0
2632,1.0
2633,1.0
2634,1.25
2635,1.0
2637,1.25
2639,1.5
2640,1.5
2641,1.25
2642,1.25
2643,1.25
2644,1.0
2645,1.0
2646,1.0
2647,1.0
2648,1.0
2650,1.5
2652,1.25
2654,1.25
2655,1.0
2656,1.25
2657,1.5
2659,1.25
2660,1.5
2663,1.5
2664,1.5
2665,1.75
2666,1.25
2667,1.5
2668,1.25
2670,1.25
2671,1.25
2672,1.25
2674,1.0
2675,1.25
2676,1.25
2677,1.0
2678,1.5
2679,1.5
2680,1.25
2681,1.25
2682,1.25
2683,1.25
2684,1.25
2685,1.25
2686,1.0
2687,1.25
2688,1.25
2689,1.0
2691,1.75
2692,1.25
2693,1.5
2697,1.25
2698,1.25
2700,1.0
2702,1.25
2703,1.0
2704,1.0
2705,0.75
2707,1.5
2710,1.25
2711,1.25
2713,1.25
2714,1.0
2715,1.25
2716,1.25
2718,1.0
2719,1.0
2721,1.0
2722,0.75
2727,1.5
2728,1.5
2730,1.25
2731,1.5
2732,1.5
2733,1.25
2734,1.5
